Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Early Non-Primary, Non-Secondary Syphilis",2010,South Carolina,45,344,7.4
"Early Non-Primary, Non-Secondary Syphilis",2011,South Carolina,45,345,7.4
"Early Non-Primary, Non-Secondary Syphilis",2012,South Carolina,45,336,7.1
"Early Non-Primary, Non-Secondary Syphilis",2013,South Carolina,45,415,8.7
"Early Non-Primary, Non-Secondary Syphilis",2014,South Carolina,45,467,9.7
"Early Non-Primary, Non-Secondary Syphilis",2015,South Carolina,45,496,10.1
"Early Non-Primary, Non-Secondary Syphilis",2016,South Carolina,45,613,12.4
"Early Non-Primary, Non-Secondary Syphilis",2017,South Carolina,45,687,13.7
"Early Non-Primary, Non-Secondary Syphilis",2018,South Carolina,45,732,14.4
"Early Non-Primary, Non-Secondary Syphilis",2019,South Carolina,45,681,13.2
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),South Carolina,45,796,15.5
"Early Non-Primary, Non-Secondary Syphilis",2021,South Carolina,45,972,18.7
Gonorrhea,2000,South Carolina,45,"8,383",208.3
Gonorrhea,2001,South Carolina,45,"10,805",266
Gonorrhea,2002,South Carolina,45,"9,152",223.1
Gonorrhea,2003,South Carolina,45,"8,518",205.7
Gonorrhea,2004,South Carolina,45,"9,171",218.5
Gonorrhea,2005,South Carolina,45,"8,561",201.4
Gonorrhea,2006,South Carolina,45,"10,320",238.1
Gonorrhea,2007,South Carolina,45,"10,326",233.8
Gonorrhea,2008,South Carolina,45,"9,442",209.9
Gonorrhea,2009,South Carolina,45,"8,318",182.6
Gonorrhea,2010,South Carolina,45,"7,970",171.9
Gonorrhea,2011,South Carolina,45,"8,350",178.7
Gonorrhea,2012,South Carolina,45,"7,638",161.9
Gonorrhea,2013,South Carolina,45,"7,194",151
Gonorrhea,2014,South Carolina,45,"8,253",171.1
Gonorrhea,2015,South Carolina,45,"8,206",167.7
Gonorrhea,2016,South Carolina,45,"9,194",185.4
Gonorrhea,2017,South Carolina,45,"12,623",251.4
Gonorrhea,2018,South Carolina,45,"13,801",271.5
Gonorrhea,2019,South Carolina,45,"14,160",275
Gonorrhea,2020 (COVID-19 Pandemic),South Carolina,45,"16,705",325.6
Gonorrhea,2021,South Carolina,45,"16,052",309.2
Primary and Secondary Syphilis,2000,South Carolina,45,229,5.7
Primary and Secondary Syphilis,2001,South Carolina,45,235,5.8
Primary and Secondary Syphilis,2002,South Carolina,45,134,3.3
Primary and Secondary Syphilis,2003,South Carolina,45,94,2.3
Primary and Secondary Syphilis,2004,South Carolina,45,116,2.8
Primary and Secondary Syphilis,2005,South Carolina,45,84,2
Primary and Secondary Syphilis,2006,South Carolina,45,66,1.5
Primary and Secondary Syphilis,2007,South Carolina,45,91,2.1
Primary and Secondary Syphilis,2008,South Carolina,45,98,2.2
Primary and Secondary Syphilis,2009,South Carolina,45,123,2.7
Primary and Secondary Syphilis,2010,South Carolina,45,155,3.3
Primary and Secondary Syphilis,2011,South Carolina,45,221,4.7
Primary and Secondary Syphilis,2012,South Carolina,45,225,4.8
Primary and Secondary Syphilis,2013,South Carolina,45,271,5.7
Primary and Secondary Syphilis,2014,South Carolina,45,250,5.2
Primary and Secondary Syphilis,2015,South Carolina,45,294,6
Primary and Secondary Syphilis,2016,South Carolina,45,316,6.4
Primary and Secondary Syphilis,2017,South Carolina,45,361,7.2
Primary and Secondary Syphilis,2018,South Carolina,45,384,7.6
Primary and Secondary Syphilis,2019,South Carolina,45,516,10
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),South Carolina,45,652,12.7
Primary and Secondary Syphilis,2021,South Carolina,45,836,16.1
Chlamydia,2000,South Dakota,46,"1,834",242.7
Chlamydia,2001,South Dakota,46,"1,821",240
Chlamydia,2002,South Dakota,46,"2,215",290.8
Chlamydia,2003,South Dakota,46,"2,608",340.5
Chlamydia,2004,South Dakota,46,"2,532",327.5
Chlamydia,2005,South Dakota,46,"2,701",346.8
Chlamydia,2006,South Dakota,46,"2,633",334.6
Chlamydia,2007,South Dakota,46,"2,620",329.3
Chlamydia,2008,South Dakota,46,"2,956",368.1
Chlamydia,2009,South Dakota,46,"3,015",371.8
Chlamydia,2010,South Dakota,46,"3,192",391.1
Chlamydia,2011,South Dakota,46,"3,409",413.9
Chlamydia,2012,South Dakota,46,"3,924",470.7
Chlamydia,2013,South Dakota,46,"3,927",466.2
Chlamydia,2014,South Dakota,46,"4,166",490.6
Chlamydia,2015,South Dakota,46,"3,949",462.4
Chlamydia,2016,South Dakota,46,"4,331",501.9
Chlamydia,2017,South Dakota,46,"4,437",508.3
Chlamydia,2018,South Dakota,46,"4,432",504.4
Chlamydia,2019,South Dakota,46,"4,547",514
Chlamydia,2020 (COVID-19 Pandemic),South Dakota,46,"4,044",455.9
Chlamydia,2021,South Dakota,46,"4,853",542
Congenital Syphilis,2000,South Dakota,46,0,0
Congenital Syphilis,2001,South Dakota,46,0,0
Congenital Syphilis,2002,South Dakota,46,0,0
Congenital Syphilis,2003,South Dakota,46,0,0
Congenital Syphilis,2004,South Dakota,46,0,0
Congenital Syphilis,2005,South Dakota,46,0,0
Congenital Syphilis,2006,South Dakota,46,0,0
Congenital Syphilis,2007,South Dakota,46,0,0
Congenital Syphilis,2008,South Dakota,46,0,0
Congenital Syphilis,2009,South Dakota,46,0,0
Congenital Syphilis,2010,South Dakota,46,0,0
Congenital Syphilis,2011,South Dakota,46,0,0
Congenital Syphilis,2012,South Dakota,46,0,0
Congenital Syphilis,2013,South Dakota,46,0,0
Congenital Syphilis,2014,South Dakota,46,3,24.4
Congenital Syphilis,2015,South Dakota,46,0,0
Congenital Syphilis,2016,South Dakota,46,2,16.3
Congenital Syphilis,2017,South Dakota,46,3,24.7
Congenital Syphilis,2018,South Dakota,46,1,8.4
Congenital Syphilis,2019,South Dakota,46,2,17.5
Congenital Syphilis,2020 (COVID-19 Pandemic),South Dakota,46,4,36.5
Congenital Syphilis,2021,South Dakota,46,16,140.7
"Early Non-Primary, Non-Secondary Syphilis",2000,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2001,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2002,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2003,South Dakota,46,3,0.4
"Early Non-Primary, Non-Secondary Syphilis",2004,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2005,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2006,South Dakota,46,6,0.8
"Early Non-Primary, Non-Secondary Syphilis",2007,South Dakota,46,4,0.5
"Early Non-Primary, Non-Secondary Syphilis",2008,South Dakota,46,3,0.4
"Early Non-Primary, Non-Secondary Syphilis",2009,South Dakota,46,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2010,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2011,South Dakota,46,0,0
"Early Non-Primary, Non-Secondary Syphilis",2012,South Dakota,46,3,0.4
"Early Non-Primary, Non-Secondary Syphilis",2013,South Dakota,46,5,0.6
"Early Non-Primary, Non-Secondary Syphilis",2014,South Dakota,46,23,2.7
"Early Non-Primary, Non-Secondary Syphilis",2015,South Dakota,46,11,1.3
"Early Non-Primary, Non-Secondary Syphilis",2016,South Dakota,46,14,1.6
"Early Non-Primary, Non-Secondary Syphilis",2017,South Dakota,46,19,2.2
"Early Non-Primary, Non-Secondary Syphilis",2018,South Dakota,46,9,1
"Early Non-Primary, Non-Secondary Syphilis",2019,South Dakota,46,8,0.9
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),South Dakota,46,38,4.3
"Early Non-Primary, Non-Secondary Syphilis",2021,South Dakota,46,353,39.4
Gonorrhea,2000,South Dakota,46,277,36.7
Gonorrhea,2001,South Dakota,46,289,38.1
Gonorrhea,2002,South Dakota,46,263,34.5
Gonorrhea,2003,South Dakota,46,226,29.5
Gonorrhea,2004,South Dakota,46,304,39.3
Gonorrhea,2005,South Dakota,46,351,45.1
Gonorrhea,2006,South Dakota,46,367,46.6
Gonorrhea,2007,South Dakota,46,261,32.8
Gonorrhea,2008,South Dakota,46,375,46.7
Gonorrhea,2009,South Dakota,46,344,42.4
Gonorrhea,2010,South Dakota,46,468,57.3
Gonorrhea,2011,South Dakota,46,602,73.1
Gonorrhea,2012,South Dakota,46,707,84.8
Gonorrhea,2013,South Dakota,46,784,93.1
Gonorrhea,2014,South Dakota,46,892,105
Gonorrhea,2015,South Dakota,46,"1,048",122.7
Gonorrhea,2016,South Dakota,46,"1,269",147
Gonorrhea,2017,South Dakota,46,"1,290",147.8
Gonorrhea,2018,South Dakota,46,"1,689",192.2
Gonorrhea,2019,South Dakota,46,"2,170",245.3
Gonorrhea,2020 (COVID-19 Pandemic),South Dakota,46,"2,424",273.3
Gonorrhea,2021,South Dakota,46,"3,258",363.9
Primary and Secondary Syphilis,2000,South Dakota,46,0,0
Primary and Secondary Syphilis,2001,South Dakota,46,1,0.1
Primary and Secondary Syphilis,2002,South Dakota,46,0,0
Primary and Secondary Syphilis,2003,South Dakota,46,2,0.3
Primary and Secondary Syphilis,2004,South Dakota,46,0,0
Primary and Secondary Syphilis,2005,South Dakota,46,2,0.3
Primary and Secondary Syphilis,2006,South Dakota,46,13,1.7
Primary and Secondary Syphilis,2007,South Dakota,46,7,0.9
Primary and Secondary Syphilis,2008,South Dakota,46,1,0.1
Primary and Secondary Syphilis,2009,South Dakota,46,0,0
Primary and Secondary Syphilis,2010,South Dakota,46,4,0.5
Primary and Secondary Syphilis,2011,South Dakota,46,0,0
Primary and Secondary Syphilis,2012,South Dakota,46,18,2.2
Primary and Secondary Syphilis,2013,South Dakota,46,44,5.2
Primary and Secondary Syphilis,2014,South Dakota,46,53,6.2
Primary and Secondary Syphilis,2015,South Dakota,46,39,4.6
Primary and Secondary Syphilis,2016,South Dakota,46,26,3
Primary and Secondary Syphilis,2017,South Dakota,46,33,3.8
Primary and Secondary Syphilis,2018,South Dakota,46,41,4.7
Primary and Secondary Syphilis,2019,South Dakota,46,48,5.4
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),South Dakota,46,66,7.4
Primary and Secondary Syphilis,2021,South Dakota,46,436,48.7
Chlamydia,2000,Tennessee,47,"15,068",264.2
Chlamydia,2001,Tennessee,47,"15,560",270.4
Chlamydia,2002,Tennessee,47,"16,042",276.5
Chlamydia,2003,Tennessee,47,"20,380",348
Chlamydia,2004,Tennessee,47,"22,515",380.4
Chlamydia,2005,Tennessee,47,"23,084",384.9
Chlamydia,2006,Tennessee,47,"25,320",415.7
Chlamydia,2007,Tennessee,47,"26,866",435.2
Chlamydia,2008,Tennessee,47,"28,038",449.4
Chlamydia,2009,Tennessee,47,"29,711",472.3
Chlamydia,2010,Tennessee,47,"28,327",445.7
Chlamydia,2011,Tennessee,47,"31,105",486.1
Chlamydia,2012,Tennessee,47,"32,525",504
Chlamydia,2013,Tennessee,47,"30,370",467.6
Chlamydia,2014,Tennessee,47,"30,793",470.8
Chlamydia,2015,Tennessee,47,"31,272",474.5
Chlamydia,2016,Tennessee,47,"32,304",486.1
Chlamydia,2017,Tennessee,47,"35,087",523
Chlamydia,2018,Tennessee,47,"38,212",564.3
Chlamydia,2019,Tennessee,47,"41,089",601.7
Chlamydia,2020 (COVID-19 Pandemic),Tennessee,47,"37,907",547.8
Chlamydia,2021,Tennessee,47,"39,227",562.4
Congenital Syphilis,2000,Tennessee,47,25,31.4
Congenital Syphilis,2001,Tennessee,47,14,17.9
Congenital Syphilis,2002,Tennessee,47,10,12.9
Congenital Syphilis,2003,Tennessee,47,7,8.9
Congenital Syphilis,2004,Tennessee,47,9,11.3
Congenital Syphilis,2005,Tennessee,47,4,4.9
Congenital Syphilis,2006,Tennessee,47,6,7.1
Congenital Syphilis,2007,Tennessee,47,4,4.6
Congenital Syphilis,2008,Tennessee,47,11,12.9
Congenital Syphilis,2009,Tennessee,47,13,15.8
Congenital Syphilis,2010,Tennessee,47,11,13.8
Congenital Syphilis,2011,Tennessee,47,8,10.1
Congenital Syphilis,2012,Tennessee,47,2,2.5
Congenital Syphilis,2013,Tennessee,47,2,2.5
Congenital Syphilis,2014,Tennessee,47,2,2.5
Congenital Syphilis,2015,Tennessee,47,5,6.1
Congenital Syphilis,2016,Tennessee,47,8,9.9
Congenital Syphilis,2017,Tennessee,47,10,12.3
Congenital Syphilis,2018,Tennessee,47,13,16.1
Congenital Syphilis,2019,Tennessee,47,13,16.2
Congenital Syphilis,2020 (COVID-19 Pandemic),Tennessee,47,31,39.4
Congenital Syphilis,2021,Tennessee,47,39,47.7
"Early Non-Primary, Non-Secondary Syphilis",2000,Tennessee,47,627,11
"Early Non-Primary, Non-Secondary Syphilis",2001,Tennessee,47,553,9.6
"Early Non-Primary, Non-Secondary Syphilis",2002,Tennessee,47,390,6.7
"Early Non-Primary, Non-Secondary Syphilis",2003,Tennessee,47,228,3.9
"Early Non-Primary, Non-Secondary Syphilis",2004,Tennessee,47,206,3.5
"Early Non-Primary, Non-Secondary Syphilis",2005,Tennessee,47,203,3.4
"Early Non-Primary, Non-Secondary Syphilis",2006,Tennessee,47,233,3.8
"Early Non-Primary, Non-Secondary Syphilis",2007,Tennessee,47,304,4.9
"Early Non-Primary, Non-Secondary Syphilis",2008,Tennessee,47,312,5
"Early Non-Primary, Non-Secondary Syphilis",2009,Tennessee,47,333,5.3
"Early Non-Primary, Non-Secondary Syphilis",2010,Tennessee,47,363,5.7
"Early Non-Primary, Non-Secondary Syphilis",2011,Tennessee,47,256,4
"Early Non-Primary, Non-Secondary Syphilis",2012,Tennessee,47,255,4
"Early Non-Primary, Non-Secondary Syphilis",2013,Tennessee,47,267,4.1
"Early Non-Primary, Non-Secondary Syphilis",2014,Tennessee,47,236,3.6
"Early Non-Primary, Non-Secondary Syphilis",2015,Tennessee,47,312,4.7
"Early Non-Primary, Non-Secondary Syphilis",2016,Tennessee,47,337,5.1
"Early Non-Primary, Non-Secondary Syphilis",2017,Tennessee,47,412,6.1
"Early Non-Primary, Non-Secondary Syphilis",2018,Tennessee,47,472,7
"Early Non-Primary, Non-Secondary Syphilis",2019,Tennessee,47,639,9.4
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Tennessee,47,686,9.9
"Early Non-Primary, Non-Secondary Syphilis",2021,Tennessee,47,839,12
Gonorrhea,2000,Tennessee,47,"11,876",208.2
Gonorrhea,2001,Tennessee,47,"10,145",176.3
Gonorrhea,2002,Tennessee,47,"9,348",161.1
Gonorrhea,2003,Tennessee,47,"8,519",145.5
Gonorrhea,2004,Tennessee,47,"8,475",143.2
Gonorrhea,2005,Tennessee,47,"8,605",143.5
Gonorrhea,2006,Tennessee,47,"9,694",159.2
Gonorrhea,2007,Tennessee,47,"9,564",154.9
Gonorrhea,2008,Tennessee,47,"8,780",140.7
Gonorrhea,2009,Tennessee,47,"7,926",126
Gonorrhea,2010,Tennessee,47,"7,121",112
Gonorrhea,2011,Tennessee,47,"7,667",119.8
Gonorrhea,2012,Tennessee,47,"9,098",141
Gonorrhea,2013,Tennessee,47,"7,376",113.6
Gonorrhea,2014,Tennessee,47,"7,199",110.1
Gonorrhea,2015,Tennessee,47,"8,386",127.2
Gonorrhea,2016,Tennessee,47,"10,179",153.2
Gonorrhea,2017,Tennessee,47,"12,426",185.2
Gonorrhea,2018,Tennessee,47,"14,627",216
Gonorrhea,2019,Tennessee,47,"16,026",234.7
Gonorrhea,2020 (COVID-19 Pandemic),Tennessee,47,"18,458",266.7
Gonorrhea,2021,Tennessee,47,"18,768",269.1
Primary and Secondary Syphilis,2000,Tennessee,47,532,9.3
Primary and Secondary Syphilis,2001,Tennessee,47,331,5.8
Primary and Secondary Syphilis,2002,Tennessee,47,168,2.9
Primary and Secondary Syphilis,2003,Tennessee,47,135,2.3
Primary and Secondary Syphilis,2004,Tennessee,47,130,2.2
Primary and Secondary Syphilis,2005,Tennessee,47,217,3.6
Primary and Secondary Syphilis,2006,Tennessee,47,249,4.1
Primary and Secondary Syphilis,2007,Tennessee,47,367,5.9
Primary and Secondary Syphilis,2008,Tennessee,47,413,6.6
Primary and Secondary Syphilis,2009,Tennessee,47,403,6.4
Primary and Secondary Syphilis,2010,Tennessee,47,277,4.4
Primary and Secondary Syphilis,2011,Tennessee,47,278,4.3
Primary and Secondary Syphilis,2012,Tennessee,47,266,4.1
Primary and Secondary Syphilis,2013,Tennessee,47,214,3.3
Primary and Secondary Syphilis,2014,Tennessee,47,237,3.6
Primary and Secondary Syphilis,2015,Tennessee,47,349,5.3
Primary and Secondary Syphilis,2016,Tennessee,47,390,5.9
Primary and Secondary Syphilis,2017,Tennessee,47,488,7.3
Primary and Secondary Syphilis,2018,Tennessee,47,553,8.2
Primary and Secondary Syphilis,2019,Tennessee,47,676,9.9
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Tennessee,47,767,11.1
Primary and Secondary Syphilis,2021,Tennessee,47,952,13.6
Chlamydia,2000,Texas,48,"68,814",328.5
Chlamydia,2001,Texas,48,"69,752",327
Chlamydia,2002,Texas,48,"69,521",320.3
Chlamydia,2003,Texas,48,"69,200",313.9
Chlamydia,2004,Texas,48,"70,232",313.4
Chlamydia,2005,Texas,48,"71,860",315.3
Chlamydia,2006,Texas,48,"75,543",323.4
Chlamydia,2007,Texas,48,"85,786",360.1
Chlamydia,2008,Texas,48,"100,870",415.3
Chlamydia,2009,Texas,48,"105,910",427.6
Chlamydia,2010,Texas,48,"119,872",474.9
Chlamydia,2011,Texas,48,"124,882",487
Chlamydia,2012,Texas,48,"127,036",487
Chlamydia,2013,Texas,48,"129,861",490.4
Chlamydia,2014,Texas,48,"131,219",486.6
Chlamydia,2015,Texas,48,"141,158",513.9
Chlamydia,2016,Texas,48,"142,952",512.1
Chlamydia,2017,Texas,48,"151,533",535.5
Chlamydia,2018,Texas,48,"146,510",511.8
Chlamydia,2019,Texas,48,"129,075",445.1
Chlamydia,2020 (COVID-19 Pandemic),Texas,48,"135,124",462.5
Chlamydia,2021,Texas,48,"149,636",506.8
Congenital Syphilis,2000,Texas,48,72,19.8
Congenital Syphilis,2001,Texas,48,75,20.5
Congenital Syphilis,2002,Texas,48,72,19.3
Congenital Syphilis,2003,Texas,48,77,20.4
Congenital Syphilis,2004,Texas,48,65,17
Congenital Syphilis,2005,Texas,48,67,17.4
Congenital Syphilis,2006,Texas,48,79,19.8
Congenital Syphilis,2007,Texas,48,99,24.3
Congenital Syphilis,2008,Texas,48,127,31.3
Congenital Syphilis,2009,Texas,48,128,31.8
Congenital Syphilis,2010,Texas,48,105,27.2
Congenital Syphilis,2011,Texas,48,99,26.2
Congenital Syphilis,2012,Texas,48,78,20.4
Congenital Syphilis,2013,Texas,48,74,19.1
Congenital Syphilis,2014,Texas,48,75,18.8
Congenital Syphilis,2015,Texas,48,52,12.9
Congenital Syphilis,2016,Texas,48,71,17.8
Congenital Syphilis,2017,Texas,48,179,46.9
Congenital Syphilis,2018,Texas,48,371,98
Congenital Syphilis,2019,Texas,48,528,139.8
Congenital Syphilis,2020 (COVID-19 Pandemic),Texas,48,561,152.4
Congenital Syphilis,2021,Texas,48,680,182
"Early Non-Primary, Non-Secondary Syphilis",2000,Texas,48,"1,171",5.6
"Early Non-Primary, Non-Secondary Syphilis",2001,Texas,48,964,4.5
"Early Non-Primary, Non-Secondary Syphilis",2002,Texas,48,"1,149",5.3
"Early Non-Primary, Non-Secondary Syphilis",2003,Texas,48,"1,065",4.8
"Early Non-Primary, Non-Secondary Syphilis",2004,Texas,48,"1,069",4.8
"Early Non-Primary, Non-Secondary Syphilis",2005,Texas,48,"1,013",4.4
"Early Non-Primary, Non-Secondary Syphilis",2006,Texas,48,"1,312",5.6
"Early Non-Primary, Non-Secondary Syphilis",2007,Texas,48,"1,467",6.2
"Early Non-Primary, Non-Secondary Syphilis",2008,Texas,48,"1,733",7.1
"Early Non-Primary, Non-Secondary Syphilis",2009,Texas,48,"1,932",7.8
"Early Non-Primary, Non-Secondary Syphilis",2010,Texas,48,"1,874",7.4
"Early Non-Primary, Non-Secondary Syphilis",2011,Texas,48,"1,581",6.2
"Early Non-Primary, Non-Secondary Syphilis",2012,Texas,48,"1,767",6.8
"Early Non-Primary, Non-Secondary Syphilis",2013,Texas,48,"1,902",7.2
"Early Non-Primary, Non-Secondary Syphilis",2014,Texas,48,"1,984",7.4
"Early Non-Primary, Non-Secondary Syphilis",2015,Texas,48,"2,471",9
"Early Non-Primary, Non-Secondary Syphilis",2016,Texas,48,"2,872",10.3
"Early Non-Primary, Non-Secondary Syphilis",2017,Texas,48,"3,680",13
"Early Non-Primary, Non-Secondary Syphilis",2018,Texas,48,"4,245",14.8
"Early Non-Primary, Non-Secondary Syphilis",2019,Texas,48,"4,065",14
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Texas,48,"5,411",18.5
"Early Non-Primary, Non-Secondary Syphilis",2021,Texas,48,"7,283",24.7
Gonorrhea,2000,Texas,48,"32,919",157.2
Gonorrhea,2001,Texas,48,"30,024",140.8
Gonorrhea,2002,Texas,48,"26,988",124.3
Gonorrhea,2003,Texas,48,"24,595",111.5
Gonorrhea,2004,Texas,48,"24,371",108.8
Gonorrhea,2005,Texas,48,"26,110",114.6
Gonorrhea,2006,Texas,48,"30,449",130.4
Gonorrhea,2007,Texas,48,"32,073",134.6
Gonorrhea,2008,Texas,48,"32,199",132.6
Gonorrhea,2009,Texas,48,"29,295",118.3
Gonorrhea,2010,Texas,48,"31,788",125.9
Gonorrhea,2011,Texas,48,"30,930",120.6
Gonorrhea,2012,Texas,48,"32,473",124.5
Gonorrhea,2013,Texas,48,"33,835",127.8
Gonorrhea,2014,Texas,48,"35,322",131
Gonorrhea,2015,Texas,48,"39,717",144.6
Gonorrhea,2016,Texas,48,"42,472",152.2
Gonorrhea,2017,Texas,48,"47,409",167.6
Gonorrhea,2018,Texas,48,"47,231",165
Gonorrhea,2019,Texas,48,"44,230",152.5
Gonorrhea,2020 (COVID-19 Pandemic),Texas,48,"58,246",199.4
Gonorrhea,2021,Texas,48,"64,623",218.9
Primary and Secondary Syphilis,2000,Texas,48,396,1.9
Primary and Secondary Syphilis,2001,Texas,48,478,2.2
Primary and Secondary Syphilis,2002,Texas,48,589,2.7
Primary and Secondary Syphilis,2003,Texas,48,654,3
Primary and Secondary Syphilis,2004,Texas,48,827,3.7
Primary and Secondary Syphilis,2005,Texas,48,873,3.8
Primary and Secondary Syphilis,2006,Texas,48,"1,064",4.6
Primary and Secondary Syphilis,2007,Texas,48,"1,160",4.9
Primary and Secondary Syphilis,2008,Texas,48,"1,405",5.8
Primary and Secondary Syphilis,2009,Texas,48,"1,644",6.6
Primary and Secondary Syphilis,2010,Texas,48,"1,230",4.9
Primary and Secondary Syphilis,2011,Texas,48,"1,169",4.6
Primary and Secondary Syphilis,2012,Texas,48,"1,627",6.2
Primary and Secondary Syphilis,2013,Texas,48,"1,475",5.6
Primary and Secondary Syphilis,2014,Texas,48,"1,636",6.1
Primary and Secondary Syphilis,2015,Texas,48,"1,680",6.1
Primary and Secondary Syphilis,2016,Texas,48,"1,955",7
Primary and Secondary Syphilis,2017,Texas,48,"2,233",7.9
Primary and Secondary Syphilis,2018,Texas,48,"2,538",8.9
Primary and Secondary Syphilis,2019,Texas,48,"2,357",8.1
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Texas,48,"2,708",9.3
Primary and Secondary Syphilis,2021,Texas,48,"3,865",13.1
Chlamydia,2000,Utah,49,"2,190",97.6
Chlamydia,2001,Utah,49,"3,004",131.1
Chlamydia,2002,Utah,49,"3,540",151.6
Chlamydia,2003,Utah,49,"3,893",163.7
Chlamydia,2004,Utah,49,"3,857",158.2
Chlamydia,2005,Utah,49,"4,602",184.2
Chlamydia,2006,Utah,49,"5,092",197.2
Chlamydia,2007,Utah,49,"5,721",214.8
Chlamydia,2008,Utah,49,"6,021",221
Chlamydia,2009,Utah,49,"6,145",221
Chlamydia,2010,Utah,49,"6,690",241.1
Chlamydia,2011,Utah,49,"7,086",251.8
Chlamydia,2012,Utah,49,"7,615",266.9
Chlamydia,2013,Utah,49,"7,535",260
Chlamydia,2014,Utah,49,"8,223",280
Chlamydia,2015,Utah,49,"8,633",289.5
Chlamydia,2016,Utah,49,"9,457",310.9
Chlamydia,2017,Utah,49,"10,135",326.8
Chlamydia,2018,Utah,49,"10,541",334.3
Chlamydia,2019,Utah,49,"11,075",345.5
Chlamydia,2020 (COVID-19 Pandemic),Utah,49,"10,466",318.9
Chlamydia,2021,Utah,49,"11,221",336.2
Congenital Syphilis,2000,Utah,49,1,2.1
Congenital Syphilis,2001,Utah,49,0,0
Congenital Syphilis,2002,Utah,49,0,0
Congenital Syphilis,2003,Utah,49,0,0
Congenital Syphilis,2004,Utah,49,1,2
Congenital Syphilis,2005,Utah,49,0,0
Congenital Syphilis,2006,Utah,49,2,3.7
Congenital Syphilis,2007,Utah,49,0,0
Congenital Syphilis,2008,Utah,49,0,0
Congenital Syphilis,2009,Utah,49,0,0
Congenital Syphilis,2010,Utah,49,1,1.9
Congenital Syphilis,2011,Utah,49,0,0
Congenital Syphilis,2012,Utah,49,0,0
Congenital Syphilis,2013,Utah,49,0,0
Congenital Syphilis,2014,Utah,49,0,0
Congenital Syphilis,2015,Utah,49,0,0
Congenital Syphilis,2016,Utah,49,0,0
Congenital Syphilis,2017,Utah,49,0,0
Congenital Syphilis,2018,Utah,49,1,2.1
Congenital Syphilis,2019,Utah,49,4,8.5
Congenital Syphilis,2020 (COVID-19 Pandemic),Utah,49,1,2.2
Congenital Syphilis,2021,Utah,49,2,4.3
"Early Non-Primary, Non-Secondary Syphilis",2000,Utah,49,10,0.4
"Early Non-Primary, Non-Secondary Syphilis",2001,Utah,49,0,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Utah,49,8,0.3
"Early Non-Primary, Non-Secondary Syphilis",2003,Utah,49,7,0.3
"Early Non-Primary, Non-Secondary Syphilis",2004,Utah,49,5,0.2
"Early Non-Primary, Non-Secondary Syphilis",2005,Utah,49,7,0.3
"Early Non-Primary, Non-Secondary Syphilis",2006,Utah,49,7,0.3
"Early Non-Primary, Non-Secondary Syphilis",2007,Utah,49,2,0.1
"Early Non-Primary, Non-Secondary Syphilis",2008,Utah,49,10,0.4
"Early Non-Primary, Non-Secondary Syphilis",2009,Utah,49,7,0.3
"Early Non-Primary, Non-Secondary Syphilis",2010,Utah,49,20,0.7
"Early Non-Primary, Non-Secondary Syphilis",2011,Utah,49,8,0.3
"Early Non-Primary, Non-Secondary Syphilis",2012,Utah,49,8,0.3
"Early Non-Primary, Non-Secondary Syphilis",2013,Utah,49,47,1.6
"Early Non-Primary, Non-Secondary Syphilis",2014,Utah,49,41,1.4
"Early Non-Primary, Non-Secondary Syphilis",2015,Utah,49,31,1
"Early Non-Primary, Non-Secondary Syphilis",2016,Utah,49,61,2
"Early Non-Primary, Non-Secondary Syphilis",2017,Utah,49,85,2.7
"Early Non-Primary, Non-Secondary Syphilis",2018,Utah,49,101,3.2
"Early Non-Primary, Non-Secondary Syphilis",2019,Utah,49,120,3.7
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Utah,49,81,2.5
"Early Non-Primary, Non-Secondary Syphilis",2021,Utah,49,131,3.9
Gonorrhea,2000,Utah,49,231,10.3
Gonorrhea,2001,Utah,49,219,9.6
Gonorrhea,2002,Utah,49,374,16
Gonorrhea,2003,Utah,49,412,17.3
Gonorrhea,2004,Utah,49,603,24.7
Gonorrhea,2005,Utah,49,727,29.1
Gonorrhea,2006,Utah,49,888,34.4
Gonorrhea,2007,Utah,49,821,30.8
Gonorrhea,2008,Utah,49,477,17.5
