Indicator,Year,Geography,FIPS,Numerator,Percent
Vacant housing,2012,New Jersey,34,"375,964",10.5
Vacant housing,2013,New Jersey,34,"402,121",11.2
Vacant housing,2014,New Jersey,34,"397,003",11.1
Vacant housing,2015,New Jersey,34,"405,759",11.3
Vacant housing,2016,New Jersey,34,"410,169",11.4
Vacant housing,2017,New Jersey,34,"397,093",11
Vacant housing,2018,New Jersey,34,"378,631",10.4
Vacant housing,2019,New Jersey,34,"355,590",9.8
Vacant housing,2020 (COVID-19 Pandemic),New Jersey,34,"308,884",8.5
Vacant housing,2021,New Jersey,34,"281,646",7.5
Households living below the federal poverty level,2011,New Mexico,35,"83,415",16.6
Households living below the federal poverty level,2012,New Mexico,35,"84,239",16.8
Households living below the federal poverty level,2013,New Mexico,35,"78,659",16.3
Households living below the federal poverty level,2014,New Mexico,35,"80,773",16.5
Households living below the federal poverty level,2015,New Mexico,35,"71,840",14.8
Households living below the federal poverty level,2016,New Mexico,35,"73,612",15.3
Households living below the federal poverty level,2017,New Mexico,35,"72,822",15.2
Households living below the federal poverty level,2018,New Mexico,35,"74,802",15.1
Households living below the federal poverty level,2019,New Mexico,35,"68,084",13.7
Households living below the federal poverty level,2020 (COVID-19 Pandemic),New Mexico,35,"60,726",12.5
Households living below the federal poverty level,2021,New Mexico,35,"74,739",14.3
Population 25 years and older w/o HS diploma,2011,New Mexico,35,"228,857",16.9
Population 25 years and older w/o HS diploma,2012,New Mexico,35,"212,211",15.6
Population 25 years and older w/o HS diploma,2013,New Mexico,35,"215,172",15.8
Population 25 years and older w/o HS diploma,2014,New Mexico,35,"217,064",15.8
Population 25 years and older w/o HS diploma,2015,New Mexico,35,"211,608",15.3
Population 25 years and older w/o HS diploma,2016,New Mexico,35,"202,941",14.6
Population 25 years and older w/o HS diploma,2017,New Mexico,35,"193,565",13.9
Population 25 years and older w/o HS diploma,2018,New Mexico,35,"206,688",14.6
Population 25 years and older w/o HS diploma,2019,New Mexico,35,"201,328",14.1
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),New Mexico,35,"177,031",12.2
Population 25 years and older w/o HS diploma,2021,New Mexico,35,"181,594",12.5
Uninsured,2011,New Mexico,35,"406,184",19.8
Uninsured,2012,New Mexico,35,"377,986",18.4
Uninsured,2013,New Mexico,35,"382,440",18.6
Uninsured,2014,New Mexico,35,"297,749",14.5
Uninsured,2015,New Mexico,35,"224,031",10.9
Uninsured,2016,New Mexico,35,"187,689",9.2
Uninsured,2017,New Mexico,35,"186,996",9.1
Uninsured,2018,New Mexico,35,"196,250",9.5
Uninsured,2019,New Mexico,35,"205,156",10
Uninsured,2020 (COVID-19 Pandemic),New Mexico,35,"201,406",9.7
Uninsured,2021,New Mexico,35,"207,125",10
Vacant housing,2011,New Mexico,35,"140,883",15.5
Vacant housing,2012,New Mexico,35,"141,842",15.6
Vacant housing,2013,New Mexico,35,"151,627",16.8
Vacant housing,2014,New Mexico,35,"151,994",16.6
Vacant housing,2015,New Mexico,35,"153,182",16.7
Vacant housing,2016,New Mexico,35,"159,277",17.4
Vacant housing,2017,New Mexico,35,"170,271",18.2
Vacant housing,2018,New Mexico,35,"149,139",15.8
Vacant housing,2019,New Mexico,35,"155,050",16.3
Vacant housing,2020 (COVID-19 Pandemic),New Mexico,35,"139,368",14.6
Vacant housing,2021,New Mexico,35,"114,035",12
Households living below the federal poverty level,2011,New York,36,"566,739",12.3
Households living below the federal poverty level,2012,New York,36,"559,719",12.2
Households living below the federal poverty level,2013,New York,36,"554,675",12.1
Households living below the federal poverty level,2014,New York,36,"563,878",12.2
Households living below the federal poverty level,2015,New York,36,"529,090",11.6
Households living below the federal poverty level,2016,New York,36,"495,033",10.9
Households living below the federal poverty level,2017,New York,36,"480,481",10.4
Households living below the federal poverty level,2018,New York,36,"463,294",10
Households living below the federal poverty level,2019,New York,36,"431,181",9.3
Households living below the federal poverty level,2020 (COVID-19 Pandemic),New York,36,"433,801",9.3
Households living below the federal poverty level,2021,New York,36,"476,290",10.1
Population 25 years and older w/o HS diploma,2011,New York,36,"1,966,458",14.9
Population 25 years and older w/o HS diploma,2012,New York,36,"1,956,535",14.7
Population 25 years and older w/o HS diploma,2013,New York,36,"1,932,381",14.4
Population 25 years and older w/o HS diploma,2014,New York,36,"1,936,165",14.3
Population 25 years and older w/o HS diploma,2015,New York,36,"1,915,867",14
Population 25 years and older w/o HS diploma,2016,New York,36,"1,868,292",13.6
Population 25 years and older w/o HS diploma,2017,New York,36,"1,854,945",13.4
Population 25 years and older w/o HS diploma,2018,New York,36,"1,757,364",12.9
Population 25 years and older w/o HS diploma,2019,New York,36,"1,694,230",12.4
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),New York,36,"1,667,922",12.2
Population 25 years and older w/o HS diploma,2021,New York,36,"1,673,580",12
Uninsured,2011,New York,36,"2,195,349",11.4
Uninsured,2012,New York,36,"2,102,909",10.9
Uninsured,2013,New York,36,"2,069,521",10.7
Uninsured,2014,New York,36,"1,696,559",8.7
Uninsured,2015,New York,36,"1,380,548",7.1
Uninsured,2016,New York,36,"1,182,694",6.1
Uninsured,2017,New York,36,"1,112,942",5.7
Uninsured,2018,New York,36,"1,041,233",5.4
Uninsured,2019,New York,36,"1,006,528",5.2
Uninsured,2020 (COVID-19 Pandemic),New York,36,"989,169",5.2
Uninsured,2021,New York,36,"1,019,287",5.2
Vacant housing,2011,New York,36,"931,866",11.5
Vacant housing,2012,New York,36,"884,663",10.9
Vacant housing,2013,New York,36,"907,043",11.2
Vacant housing,2014,New York,36,"909,130",11.1
Vacant housing,2015,New York,36,"973,467",11.9
Vacant housing,2016,New York,36,"1,022,985",12.4
Vacant housing,2017,New York,36,"1,023,289",12.3
Vacant housing,2018,New York,36,"996,832",11.9
Vacant housing,2019,New York,36,"957,393",11.4
Vacant housing,2020 (COVID-19 Pandemic),New York,36,"955,437",11.3
Vacant housing,2021,New York,36,"877,895",10.3
Households living below the federal poverty level,2011,North Carolina,37,"324,134",13.2
Households living below the federal poverty level,2012,North Carolina,37,"331,279",13.4
Households living below the federal poverty level,2013,North Carolina,37,"324,199",13.1
Households living below the federal poverty level,2014,North Carolina,37,"318,982",12.8
Households living below the federal poverty level,2015,North Carolina,37,"295,733",11.8
Households living below the federal poverty level,2016,North Carolina,37,"284,778",11.2
Households living below the federal poverty level,2017,North Carolina,37,"274,559",10.6
Households living below the federal poverty level,2018,North Carolina,37,"267,474",10.2
Households living below the federal poverty level,2019,North Carolina,37,"252,515",9.6
Households living below the federal poverty level,2020 (COVID-19 Pandemic),North Carolina,37,"219,155",8.5
Households living below the federal poverty level,2021,North Carolina,37,"252,455",9.4
Population 25 years and older w/o HS diploma,2011,North Carolina,37,"972,702",15.2
Population 25 years and older w/o HS diploma,2012,North Carolina,37,"966,993",14.9
Population 25 years and older w/o HS diploma,2013,North Carolina,37,"932,672",14.2
Population 25 years and older w/o HS diploma,2014,North Carolina,37,"899,361",13.5
Population 25 years and older w/o HS diploma,2015,North Carolina,37,"909,419",13.4
Population 25 years and older w/o HS diploma,2016,North Carolina,37,"873,197",12.7
Population 25 years and older w/o HS diploma,2017,North Carolina,37,"853,789",12.2
Population 25 years and older w/o HS diploma,2018,North Carolina,37,"834,880",11.8
Population 25 years and older w/o HS diploma,2019,North Carolina,37,"818,924",11.4
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),North Carolina,37,"710,278",9.7
Population 25 years and older w/o HS diploma,2021,North Carolina,37,"746,487",10.3
Uninsured,2011,North Carolina,37,"1,544,907",16.3
Uninsured,2012,North Carolina,37,"1,582,240",16.6
Uninsured,2013,North Carolina,37,"1,508,998",15.6
Uninsured,2014,North Carolina,37,"1,276,054",13.1
Uninsured,2015,North Carolina,37,"1,102,787",11.2
Uninsured,2016,North Carolina,37,"1,038,399",10.4
Uninsured,2017,North Carolina,37,"1,075,983",10.7
Uninsured,2018,North Carolina,37,"1,092,046",10.7
Uninsured,2019,North Carolina,37,"1,157,280",11.3
Uninsured,2020 (COVID-19 Pandemic),North Carolina,37,"1,099,190",10.6
Uninsured,2021,North Carolina,37,"1,078,109",10.4
Vacant housing,2011,North Carolina,37,"679,592",15.6
Vacant housing,2012,North Carolina,37,"644,075",14.7
Vacant housing,2013,North Carolina,37,"637,035",14.5
Vacant housing,2014,North Carolina,37,"661,844",14.9
Vacant housing,2015,North Carolina,37,"647,345",14.4
Vacant housing,2016,North Carolina,37,"658,274",14.5
Vacant housing,2017,North Carolina,37,"667,587",14.4
Vacant housing,2018,North Carolina,37,"673,500",14.4
Vacant housing,2019,North Carolina,37,"701,800",14.8
Vacant housing,2020 (COVID-19 Pandemic),North Carolina,37,"724,719",15.1
Vacant housing,2021,North Carolina,37,"622,066",13
Households living below the federal poverty level,2011,North Dakota,38,"13,842",7.9
Households living below the federal poverty level,2012,North Dakota,38,"12,277",7
Households living below the federal poverty level,2013,North Dakota,38,"12,615",7
Households living below the federal poverty level,2014,North Dakota,38,"13,897",7.4
Households living below the federal poverty level,2015,North Dakota,38,"12,986",6.9
Households living below the federal poverty level,2016,North Dakota,38,"11,834",6.4
Households living below the federal poverty level,2017,North Dakota,38,"11,603",6.1
Households living below the federal poverty level,2018,North Dakota,38,"10,711",5.7
Households living below the federal poverty level,2019,North Dakota,38,"12,318",6.5
Households living below the federal poverty level,2020 (COVID-19 Pandemic),North Dakota,38,"14,189",7.4
Households living below the federal poverty level,2021,North Dakota,38,"12,002",6.3
Population 25 years and older w/o HS diploma,2011,North Dakota,38,"41,677",9.3
Population 25 years and older w/o HS diploma,2012,North Dakota,38,"38,006",8.3
Population 25 years and older w/o HS diploma,2013,North Dakota,38,"39,764",8.5
Population 25 years and older w/o HS diploma,2014,North Dakota,38,"37,350",7.8
Population 25 years and older w/o HS diploma,2015,North Dakota,38,"36,968",7.5
Population 25 years and older w/o HS diploma,2016,North Dakota,38,"37,744",7.6
Population 25 years and older w/o HS diploma,2017,North Dakota,38,"35,023",7.1
Population 25 years and older w/o HS diploma,2018,North Dakota,38,"38,508",7.7
Population 25 years and older w/o HS diploma,2019,North Dakota,38,"33,019",6.5
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),North Dakota,38,"32,857",6.5
Population 25 years and older w/o HS diploma,2021,North Dakota,38,"32,307",6.4
Uninsured,2011,North Dakota,38,"65,448",9.8
Uninsured,2012,North Dakota,38,"68,524",10
Uninsured,2013,North Dakota,38,"73,299",10.4
Uninsured,2014,North Dakota,38,"56,898",7.9
Uninsured,2015,North Dakota,38,"57,451",7.8
Uninsured,2016,North Dakota,38,"52,138",7
Uninsured,2017,North Dakota,38,"55,582",7.5
Uninsured,2018,North Dakota,38,"53,935",7.3
Uninsured,2019,North Dakota,38,"51,324",6.9
Uninsured,2020 (COVID-19 Pandemic),North Dakota,38,"53,702",7.2
Uninsured,2021,North Dakota,38,"59,397",7.9
Vacant housing,2011,North Dakota,38,"37,448",11.7
Vacant housing,2012,North Dakota,38,"38,305",11.6
Vacant housing,2013,North Dakota,38,"40,995",12.1
Vacant housing,2014,North Dakota,38,"45,103",12.9
Vacant housing,2015,North Dakota,38,"49,414",13.6
Vacant housing,2016,North Dakota,38,"53,411",14.5
Vacant housing,2017,North Dakota,38,"58,285",15.6
Vacant housing,2018,North Dakota,38,"58,306",15.4
Vacant housing,2019,North Dakota,38,"56,455",14.9
Vacant housing,2020 (COVID-19 Pandemic),North Dakota,38,"60,418",15.8
Vacant housing,2021,North Dakota,38,"51,924",13.9
Households living below the federal poverty level,2011,Ohio,39,"349,911",12
Households living below the federal poverty level,2012,Ohio,39,"349,597",12
Households living below the federal poverty level,2013,Ohio,39,"339,115",11.6
Households living below the federal poverty level,2014,Ohio,39,"339,129",11.6
Households living below the federal poverty level,2015,Ohio,39,"312,664",10.7
Households living below the federal poverty level,2016,Ohio,39,"307,614",10.5
Households living below the federal poverty level,2017,Ohio,39,"289,215",9.8
Households living below the federal poverty level,2018,Ohio,39,"283,652",9.7
Households living below the federal poverty level,2019,Ohio,39,"270,717",9.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Ohio,39,"254,778",8.7
Households living below the federal poverty level,2021,Ohio,39,"280,726",9.4
Population 25 years and older w/o HS diploma,2011,Ohio,39,"906,661",11.7
Population 25 years and older w/o HS diploma,2012,Ohio,39,"870,320",11.2
Population 25 years and older w/o HS diploma,2013,Ohio,39,"858,578",11
Population 25 years and older w/o HS diploma,2014,Ohio,39,"840,748",10.7
Population 25 years and older w/o HS diploma,2015,Ohio,39,"813,274",10.3
Population 25 years and older w/o HS diploma,2016,Ohio,39,"790,316",10
Population 25 years and older w/o HS diploma,2017,Ohio,39,"777,688",9.7
Population 25 years and older w/o HS diploma,2018,Ohio,39,"746,400",9.3
Population 25 years and older w/o HS diploma,2019,Ohio,39,"740,847",9.2
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Ohio,39,"684,153",8.5
Population 25 years and older w/o HS diploma,2021,Ohio,39,"670,314",8.3
Uninsured,2011,Ohio,39,"1,354,431",11.9
Uninsured,2012,Ohio,39,"1,304,247",11.5
Uninsured,2013,Ohio,39,"1,257,556",11
Uninsured,2014,Ohio,39,"955,205",8.4
Uninsured,2015,Ohio,39,"746,276",6.5
Uninsured,2016,Ohio,39,"643,728",5.6
Uninsured,2017,Ohio,39,"686,014",6
Uninsured,2018,Ohio,39,"743,905",6.5
Uninsured,2019,Ohio,39,"757,762",6.6
Uninsured,2020 (COVID-19 Pandemic),Ohio,39,"771,620",6.7
Uninsured,2021,Ohio,39,"757,709",6.5
Vacant housing,2011,Ohio,39,"594,973",11.6
Vacant housing,2012,Ohio,39,"574,174",11.2
Vacant housing,2013,Ohio,39,"559,381",10.9
Vacant housing,2014,Ohio,39,"554,110",10.8
Vacant housing,2015,Ohio,39,"549,891",10.7
Vacant housing,2016,Ohio,39,"539,731",10.5
Vacant housing,2017,Ohio,39,"534,509",10.3
Vacant housing,2018,Ohio,39,"532,170",10.2
Vacant housing,2019,Ohio,39,"502,603",9.6
Vacant housing,2020 (COVID-19 Pandemic),Ohio,39,"506,120",9.6
Vacant housing,2021,Ohio,39,"436,576",8.3
Households living below the federal poverty level,2011,Oklahoma,40,"122,605",12.8
Households living below the federal poverty level,2012,Oklahoma,40,"125,376",13.1
Households living below the federal poverty level,2013,Oklahoma,40,"119,565",12.5
Households living below the federal poverty level,2014,Oklahoma,40,"117,915",12.2
Households living below the federal poverty level,2015,Oklahoma,40,"113,442",11.7
Households living below the federal poverty level,2016,Oklahoma,40,"110,599",11.5
Households living below the federal poverty level,2017,Oklahoma,40,"111,841",11.6
Households living below the federal poverty level,2018,Oklahoma,40,"112,097",11.4
Households living below the federal poverty level,2019,Oklahoma,40,"105,381",10.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Oklahoma,40,"94,731",9.7
Households living below the federal poverty level,2021,Oklahoma,40,"114,982",11.5
Population 25 years and older w/o HS diploma,2011,Oklahoma,40,"338,280",13.7
Population 25 years and older w/o HS diploma,2012,Oklahoma,40,"333,319",13.4
Population 25 years and older w/o HS diploma,2013,Oklahoma,40,"333,356",13.3
Population 25 years and older w/o HS diploma,2014,Oklahoma,40,"321,295",12.7
Population 25 years and older w/o HS diploma,2015,Oklahoma,40,"324,658",12.7
Population 25 years and older w/o HS diploma,2016,Oklahoma,40,"313,026",12.2
Population 25 years and older w/o HS diploma,2017,Oklahoma,40,"309,014",11.9
Population 25 years and older w/o HS diploma,2018,Oklahoma,40,"301,260",11.6
Population 25 years and older w/o HS diploma,2019,Oklahoma,40,"303,266",11.6
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Oklahoma,40,"285,655",10.8
Population 25 years and older w/o HS diploma,2021,Oklahoma,40,"298,014",11.3
Uninsured,2011,Oklahoma,40,"693,545",18.7
Uninsured,2012,Oklahoma,40,"685,076",18.4
Uninsured,2013,Oklahoma,40,"665,773",17.7
Uninsured,2014,Oklahoma,40,"583,512",15.4
Uninsured,2015,Oklahoma,40,"532,509",13.9
Uninsured,2016,Oklahoma,40,"529,658",13.8
Uninsured,2017,Oklahoma,40,"545,483",14.2
Uninsured,2018,Oklahoma,40,"548,316",14.2
Uninsured,2019,Oklahoma,40,"552,835",14.3
Uninsured,2020 (COVID-19 Pandemic),Oklahoma,40,"595,430",15.3
Uninsured,2021,Oklahoma,40,"537,825",13.8
Vacant housing,2011,Oklahoma,40,"231,993",13.9
Vacant housing,2012,Oklahoma,40,"230,979",13.8
Vacant housing,2013,Oklahoma,40,"235,081",14
Vacant housing,2014,Oklahoma,40,"239,797",14.1
Vacant housing,2015,Oklahoma,40,"245,564",14.3
Vacant housing,2016,Oklahoma,40,"251,730",14.6
Vacant housing,2017,Oklahoma,40,"263,710",15.2
Vacant housing,2018,Oklahoma,40,"257,763",14.8
Vacant housing,2019,Oklahoma,40,"254,369",14.5
Vacant housing,2020 (COVID-19 Pandemic),Oklahoma,40,"245,525",14
Vacant housing,2021,Oklahoma,40,"214,146",12.2
Households living below the federal poverty level,2011,Oregon,41,"113,853",11.9
Households living below the federal poverty level,2012,Oregon,41,"116,752",12.1
Households living below the federal poverty level,2013,Oregon,41,"108,615",11.3
Households living below the federal poverty level,2014,Oregon,41,"106,288",11
Households living below the federal poverty level,2015,Oregon,41,"96,861",9.9
Households living below the federal poverty level,2016,Oregon,41,"84,639",8.5
Households living below the federal poverty level,2017,Oregon,41,"88,966",8.8
Households living below the federal poverty level,2018,Oregon,41,"82,212",8
Households living below the federal poverty level,2019,Oregon,41,"67,425",6.6
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Oregon,41,"69,394",6.6
Households living below the federal poverty level,2021,Oregon,41,"80,106",7.6
Population 25 years and older w/o HS diploma,2011,Oregon,41,"282,989",10.7
Population 25 years and older w/o HS diploma,2012,Oregon,41,"269,849",10.1
Population 25 years and older w/o HS diploma,2013,Oregon,41,"275,812",10.2
Population 25 years and older w/o HS diploma,2014,Oregon,41,"282,937",10.3
Population 25 years and older w/o HS diploma,2015,Oregon,41,"279,585",10
Population 25 years and older w/o HS diploma,2016,Oregon,41,"277,482",9.7
Population 25 years and older w/o HS diploma,2017,Oregon,41,"262,381",9
Population 25 years and older w/o HS diploma,2018,Oregon,41,"279,925",9.5
Population 25 years and older w/o HS diploma,2019,Oregon,41,"258,399",8.6
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Oregon,41,"244,370",8.1
Population 25 years and older w/o HS diploma,2021,Oregon,41,"246,262",8.1
Uninsured,2011,Oregon,41,"602,377",15.7
Uninsured,2012,Oregon,41,"576,009",14.9
Uninsured,2013,Oregon,41,"570,882",14.7
Uninsured,2014,Oregon,41,"382,661",9.7
Uninsured,2015,Oregon,41,"280,263",7
Uninsured,2016,Oregon,41,"252,766",6.2
Uninsured,2017,Oregon,41,"280,816",6.8
Uninsured,2018,Oregon,41,"293,107",7.1
Uninsured,2019,Oregon,41,"299,420",7.2
Uninsured,2020 (COVID-19 Pandemic),Oregon,41,"276,223",6.6
Uninsured,2021,Oregon,41,"255,438",6.1
Vacant housing,2011,Oregon,41,"167,265",9.9
Vacant housing,2012,Oregon,41,"165,574",9.8
Vacant housing,2013,Oregon,41,"160,308",9.5
Vacant housing,2014,Oregon,41,"165,100",9.7
Vacant housing,2015,Oregon,41,"165,304",9.6
Vacant housing,2016,Oregon,41,"161,209",9.3
Vacant housing,2017,Oregon,41,"164,947",9.3
Vacant housing,2018,Oregon,41,"148,773",8.3
Vacant housing,2019,Oregon,41,"159,130",8.8
Vacant housing,2020 (COVID-19 Pandemic),Oregon,41,"141,983",7.8
Vacant housing,2021,Oregon,41,"134,410",7.3
Households living below the federal poverty level,2011,Pennsylvania,42,"306,595",9.6
Households living below the federal poverty level,2012,Pennsylvania,42,"304,198",9.5
Households living below the federal poverty level,2013,Pennsylvania,42,"293,158",9.3
Households living below the federal poverty level,2014,Pennsylvania,42,"299,395",9.4
Households living below the federal poverty level,2015,Pennsylvania,42,"291,591",9.1
Households living below the federal poverty level,2016,Pennsylvania,42,"270,948",8.6
Households living below the federal poverty level,2017,Pennsylvania,42,"257,360",8.1
Households living below the federal poverty level,2018,Pennsylvania,42,"262,056",8.1
Households living below the federal poverty level,2019,Pennsylvania,42,"264,714",8.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Pennsylvania,42,"237,627",7.3
Households living below the federal poverty level,2021,Pennsylvania,42,"273,780",8.3
Population 25 years and older w/o HS diploma,2011,Pennsylvania,42,"984,709",11.3
Population 25 years and older w/o HS diploma,2012,Pennsylvania,42,"971,951",11.1
Population 25 years and older w/o HS diploma,2013,Pennsylvania,42,"951,427",10.8
Population 25 years and older w/o HS diploma,2014,Pennsylvania,42,"939,040",10.6
Population 25 years and older w/o HS diploma,2015,Pennsylvania,42,"917,150",10.3
Population 25 years and older w/o HS diploma,2016,Pennsylvania,42,"880,346",9.8
Population 25 years and older w/o HS diploma,2017,Pennsylvania,42,"844,296",9.4
Population 25 years and older w/o HS diploma,2018,Pennsylvania,42,"812,098",9
Population 25 years and older w/o HS diploma,2019,Pennsylvania,42,"811,832",9
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Pennsylvania,42,"761,273",8.4
Population 25 years and older w/o HS diploma,2021,Pennsylvania,42,"743,284",8.1
Uninsured,2011,Pennsylvania,42,"1,264,548",10.1
Uninsured,2012,Pennsylvania,42,"1,224,649",9.8
Uninsured,2013,Pennsylvania,42,"1,222,405",9.7
Uninsured,2014,Pennsylvania,42,"1,064,577",8.5
Uninsured,2015,Pennsylvania,42,"801,927",6.4
Uninsured,2016,Pennsylvania,42,"708,477",5.6
Uninsured,2017,Pennsylvania,42,"692,203",5.5
Uninsured,2018,Pennsylvania,42,"699,376",5.5
Uninsured,2019,Pennsylvania,42,"726,448",5.8
Uninsured,2020 (COVID-19 Pandemic),Pennsylvania,42,"790,932",6.3
Uninsured,2021,Pennsylvania,42,"701,541",5.5
Vacant housing,2011,Pennsylvania,42,"642,061",11.5
Vacant housing,2012,Pennsylvania,42,"614,516",11
Vacant housing,2013,Pennsylvania,42,"626,460",11.3
Vacant housing,2014,Pennsylvania,42,"644,740",11.5
Vacant housing,2015,Pennsylvania,42,"647,014",11.5
Vacant housing,2016,Pennsylvania,42,"674,224",12
Vacant housing,2017,Pennsylvania,42,"685,651",12
Vacant housing,2018,Pennsylvania,42,"642,205",11.2
Vacant housing,2019,Pennsylvania,42,"613,331",10.7
Vacant housing,2020 (COVID-19 Pandemic),Pennsylvania,42,"574,640",10
Vacant housing,2021,Pennsylvania,42,"541,516",9.4
Households living below the federal poverty level,2011,Rhode Island,44,"27,155",10.6
Households living below the federal poverty level,2012,Rhode Island,44,"23,683",9.2
Households living below the federal poverty level,2013,Rhode Island,44,"27,805",10.7
Households living below the federal poverty level,2014,Rhode Island,44,"25,717",10
Households living below the federal poverty level,2015,Rhode Island,44,"25,276",10.1
Households living below the federal poverty level,2016,Rhode Island,44,"22,765",9.2
Households living below the federal poverty level,2017,Rhode Island,44,"19,893",7.9
Households living below the federal poverty level,2018,Rhode Island,44,"22,520",9.1
Households living below the federal poverty level,2019,Rhode Island,44,"16,499",6.6
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Rhode Island,44,"15,706",6
Households living below the federal poverty level,2021,Rhode Island,44,"18,810",7
Population 25 years and older w/o HS diploma,2011,Rhode Island,44,"108,264",15.2
Population 25 years and older w/o HS diploma,2012,Rhode Island,44,"99,006",13.9
Population 25 years and older w/o HS diploma,2013,Rhode Island,44,"101,514",14.1
Population 25 years and older w/o HS diploma,2014,Rhode Island,44,"103,074",14.2
Population 25 years and older w/o HS diploma,2015,Rhode Island,44,"90,044",12.3
Population 25 years and older w/o HS diploma,2016,Rhode Island,44,"84,183",11.4
Population 25 years and older w/o HS diploma,2017,Rhode Island,44,"86,292",11.7
Population 25 years and older w/o HS diploma,2018,Rhode Island,44,"80,586",10.9
Population 25 years and older w/o HS diploma,2019,Rhode Island,44,"80,207",10.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Rhode Island,44,"74,344",9.9
Population 25 years and older w/o HS diploma,2021,Rhode Island,44,"84,016",10.9
Uninsured,2011,Rhode Island,44,"111,834",10.8
Uninsured,2012,Rhode Island,44,"114,865",11.1
Uninsured,2013,Rhode Island,44,"120,460",11.6
Uninsured,2014,Rhode Island,44,"77,119",7.4
Uninsured,2015,Rhode Island,44,"59,410",5.7
Uninsured,2016,Rhode Island,44,"44,966",4.3
Uninsured,2017,Rhode Island,44,"48,190",4.6
Uninsured,2018,Rhode Island,44,"42,481",4.1
Uninsured,2019,Rhode Island,44,"42,720",4.1
Uninsured,2020 (COVID-19 Pandemic),Rhode Island,44,"38,331",3.7
Uninsured,2021,Rhode Island,44,"46,945",4.3
Vacant housing,2011,Rhode Island,44,"52,482",11.3
Vacant housing,2012,Rhode Island,44,"49,535",10.7
Vacant housing,2013,Rhode Island,44,"55,292",12
Vacant housing,2014,Rhode Island,44,"52,976",11.5
Vacant housing,2015,Rhode Island,44,"55,071",11.9
Vacant housing,2016,Rhode Island,44,"54,359",11.8
Vacant housing,2017,Rhode Island,44,"59,518",12.7
Vacant housing,2018,Rhode Island,44,"62,580",13.3
Vacant housing,2019,Rhode Island,44,"63,003",13.4
Vacant housing,2020 (COVID-19 Pandemic),Rhode Island,44,"49,716",10.5
Vacant housing,2021,Rhode Island,44,"44,755",9.2
Households living below the federal poverty level,2011,South Carolina,45,"171,841",14.3
Households living below the federal poverty level,2012,South Carolina,45,"169,770",14.1
Households living below the federal poverty level,2013,South Carolina,45,"168,510",14.1
Households living below the federal poverty level,2014,South Carolina,45,"158,613",13.2
Households living below the federal poverty level,2015,South Carolina,45,"147,727",12.1
Households living below the federal poverty level,2016,South Carolina,45,"132,267",10.8
Households living below the federal poverty level,2017,South Carolina,45,"141,618",11.3
Households living below the federal poverty level,2018,South Carolina,45,"135,893",10.8
Households living below the federal poverty level,2019,South Carolina,45,"126,060",9.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),South Carolina,45,"117,500",9.2
Households living below the federal poverty level,2021,South Carolina,45,"144,427",10.8
Population 25 years and older w/o HS diploma,2011,South Carolina,45,"494,575",15.9
Population 25 years and older w/o HS diploma,2012,South Carolina,45,"479,046",15.2
Population 25 years and older w/o HS diploma,2013,South Carolina,45,"457,431",14.3
Population 25 years and older w/o HS diploma,2014,South Carolina,45,"450,008",13.8
Population 25 years and older w/o HS diploma,2015,South Carolina,45,"453,855",13.6
Population 25 years and older w/o HS diploma,2016,South Carolina,45,"453,654",13.4
Population 25 years and older w/o HS diploma,2017,South Carolina,45,"434,848",12.6
Population 25 years and older w/o HS diploma,2018,South Carolina,45,"403,491",11.6
Population 25 years and older w/o HS diploma,2019,South Carolina,45,"415,678",11.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),South Carolina,45,"383,526",10.6
Population 25 years and older w/o HS diploma,2021,South Carolina,45,"373,997",10.4
Uninsured,2011,South Carolina,45,"766,304",16.7
Uninsured,2012,South Carolina,45,"778,181",16.8
Uninsured,2013,South Carolina,45,"738,852",15.8
Uninsured,2014,South Carolina,45,"641,557",13.6
Uninsured,2015,South Carolina,45,"523,228",10.9
Uninsured,2016,South Carolina,45,"485,906",10
Uninsured,2017,South Carolina,45,"541,533",11
Uninsured,2018,South Carolina,45,"522,459",10.5
Uninsured,2019,South Carolina,45,"547,666",10.8
Uninsured,2020 (COVID-19 Pandemic),South Carolina,45,"535,083",10.5
Uninsured,2021,South Carolina,45,"511,935",10
Vacant housing,2011,South Carolina,45,"388,229",18
Vacant housing,2012,South Carolina,45,"369,428",17.1
Vacant housing,2013,South Carolina,45,"363,795",16.9
